source_image,x,y,label,annotator,notes
D16_03_1_7_Bright Field_001_LHi (54).jpg,931,538,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (6).jpg,187,1783,sickle,UG,
I20_03_1_8_Bright Field_002.jpg,1085,129,sickle,UG,
J20_03_1_8_Bright Field_002.jpg,1060,952,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (138).jpg,644,962,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (154).jpg,830,792,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (154).jpg,1403,739,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (163).jpg,202,1254,sickle,UG,
I20_03_1_2_Bright Field_002.jpg,1586,910,sickle,UG,
K20_03_1_2_Bright Field_002.jpg,1305,170,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (156).jpg,1666,1362,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (172).jpg,1574,1172,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (115).jpg,941,1030,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (102).jpg,1585,1741,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (129).jpg,798,772,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,166,1843,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,266,74,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,84,824,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1197,1227,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,380,1402,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1256,653,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,507,1704,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1506,1546,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,354,819,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,512,1527,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,257,1091,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,353,541,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,554,1445,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,433,1636,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1155,1642,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1203,350,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1465,374,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,455,263,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1847,70,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1244,1815,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,129,1277,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1313,1246,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,824,1380,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,200,776,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,40,1083,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1526,202,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,913,1074,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,100,771,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,340,957,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1520,771,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,398,420,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1207,1574,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1090,407,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,371,1245,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,379,776,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1220,598,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,335,1132,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,309,1299,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1941,1769,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1527,672,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,244,1612,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1245,1936,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,251,476,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,277,929,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,176,541,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1336,931,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,221,1818,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,930,208,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,816,398,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,788,717,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,238,864,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,201,435,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1664,928,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,463,449,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1177,817,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,267,1002,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1758,1151,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1612,1315,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,625,1729,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1349,1552,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,589,1867,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,384,1931,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1004,999,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1432,843,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1516,1158,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,598,1667,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1153,1941,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,194,112,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,867,164,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,992,1084,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,567,1934,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,20,661,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1908,96,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1592,1940,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,258,796,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,290,1424,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,768,786,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,578,1387,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,758,252,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,772,439,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,684,485,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1158,576,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,347,706,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,75,1885,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1322,1009,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,164,650,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,325,760,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,1809,1480,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,408,163,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1532,959,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,127,1450,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,829,1724,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1884,903,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1390,916,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,297,1608,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1925,1927,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,146,309,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1120,512,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,494,766,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1466,942,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,666,1471,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,149,1934,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,749,124,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,405,698,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1062,1011,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1054,1405,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,732,703,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,238,914,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,693,676,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,625,1104,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,732,208,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,371,643,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,251,1366,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1112,1600,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1015,1609,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,374,364,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1232,1154,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1465,1765,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1447,1934,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,872,355,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1965,439,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,679,884,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,643,1161,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,751,1733,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,1879,346,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,209,727,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1156,1528,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,446,493,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,535,714,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1573,718,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,47,989,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,155,992,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1822,326,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1214,959,sickle,UG,multiple sickle
D16_03_1_7_Bright Field_001_LHi (118).jpg,475,1196,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,360,1622,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,213,34,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1924,549,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1956,1396,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1064,1613,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1771,471,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1548,1436,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1312,1060,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (118).jpg,500,207,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,726,460,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,382,907,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,514,296,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,433,553,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1434,985,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1699,1329,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1847,1616,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1799,1746,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1565,1855,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,999,320,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1261,1275,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1108,613,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1645,1588,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1625,1856,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1201,164,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1136,1160,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1750,1395,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1804,1534,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,535,1566,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1909,1634,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1737,70,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1286,100,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1494,1476,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,269,1857,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1932,152,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1051,103,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,527,474,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1470,1181,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1032,1199,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,972,261,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1424,745,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1850,841,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1002,135,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1173,494,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1715,672,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1416,691,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,887,939,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1771,1616,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1785,1908,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1321,260,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,290,627,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1644,584,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1120,1369,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1846,234,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1386,413,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,296,862,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1911,1143,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1730,1698,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1306,56,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,440,1381,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,436,1520,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,889,262,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,70,141,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1367,203,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,225,524,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (118).jpg,1919,1549,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1422,299,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,402,1710,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,655,280,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,433,1659,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1938,214,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,190,796,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1429,1824,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,156,42,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,380,1763,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,555,1590,sickle,UG,minor sickle
D16_03_1_7_Bright Field_001_LHi (104).jpg,1058,1464,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,91,1488,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,172,570,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,176,1467,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,387,1944,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,457,1485,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,453,1227,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,104,285,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,195,1663,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,110,1166,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,153,1910,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1785,274,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1335,1396,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,591,1650,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,711,225,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,144,1526,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1424,112,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,475,1270,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,687,1650,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,937,1565,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,655,1944,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1840,1001,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,389,99,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1809,213,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,39,251,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1594,707,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,584,883,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,250,1940,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1788,769,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1607,1426,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,644,1780,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,63,1882,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1849,1284,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1032,1373,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,633,1203,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,1425,1448,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,983,1500,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,924,630,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,638,372,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1945,1143,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1165,52,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1223,386,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,999,607,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1186,686,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,550,1875,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1368,698,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1748,704,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1689,1267,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,82,157,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1762,431,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,495,474,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,274,874,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,219,1308,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,750,1877,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1383,435,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,794,213,sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1074,335,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,493,1792,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1104,155,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1366,498,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,857,396,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1869,517,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1716,1563,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,455,1840,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1935,640,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,110,341,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1499,521,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,320,613,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1658,721,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1882,1148,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,479,892,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,814,1073,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,165,281,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,564,459,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,279,1512,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,783,400,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1434,540,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,106,810,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1133,881,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,91,897,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,997,1423,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1364,218,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,962,515,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,239,537,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,492,1592,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,149,641,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,413,963,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1096,1382,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,664,146,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,862,1455,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,51,439,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1477,777,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1459,390,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1388,558,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1000,749,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1829,496,ambiguous,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1631,660,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,486,664,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1022,1283,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1466,1349,non_sickle,UG,exogenous polymer
D16_03_1_7_Bright Field_001_LHi (104).jpg,1341,1730,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1839,1937,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,474,421,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1005,1052,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,1631,1369,non_sickle,UG,
D16_03_1_7_Bright Field_001_LHi (104).jpg,746,1809,non_sickle,UG,
